window_id,suffix,Ticker,Strategy,Weight
XGBoost,497,NVDA,XGBoost,0.24999999999999906
TabPFN,497,AAPL,TabPFN,0.24999999999999972
TabPFN,497,AMZN,TabPFN,0.24999999999999994
TabPFN,497,GOOGL,TabPFN,1.304512053934559e-15
TabPFN,497,MSFT,TabPFN,0.24999999999999947
TabPFN,497,NVDA,TabPFN,0.24999999999999958
EqualWeight,502,AAPL,EqualWeight,0.2
EqualWeight,502,AMZN,EqualWeight,0.2
EqualWeight,502,GOOGL,EqualWeight,0.2
EqualWeight,502,MSFT,EqualWeight,0.2
EqualWeight,502,NVDA,EqualWeight,0.2
Markowitz,502,AAPL,Markowitz,0.25
Markowitz,502,AMZN,Markowitz,0.24999999999999953
Markowitz,502,GOOGL,Markowitz,3.469446951953614e-17
Markowitz,502,MSFT,Markowitz,0.25
Markowitz,502,NVDA,Markowitz,0.24999999999999972
RandomForest,502,AAPL,RandomForest,0.25
RandomForest,502,AMZN,RandomForest,0.25
RandomForest,502,GOOGL,RandomForest,4.718447854656915e-16
RandomForest,502,MSFT,RandomForest,0.24999999999999928
RandomForest,502,NVDA,RandomForest,0.24999999999999967
XGBoost,502,AAPL,XGBoost,0.25
XGBoost,502,AMZN,XGBoost,0.25
XGBoost,502,GOOGL,XGBoost,0.0
XGBoost,502,MSFT,XGBoost,0.25
XGBoost,502,NVDA,XGBoost,0.25
TabPFN,502,AAPL,TabPFN,0.25
TabPFN,502,AMZN,TabPFN,0.25
TabPFN,502,GOOGL,TabPFN,0.25
TabPFN,502,MSFT,TabPFN,0.0
TabPFN,502,NVDA,TabPFN,0.25
EqualWeight,507,AAPL,EqualWeight,0.2
EqualWeight,507,AMZN,EqualWeight,0.2
EqualWeight,507,GOOGL,EqualWeight,0.2
EqualWeight,507,MSFT,EqualWeight,0.2
EqualWeight,507,NVDA,EqualWeight,0.2
Markowitz,507,AAPL,Markowitz,5.551115123125783e-16
Markowitz,507,AMZN,Markowitz,0.25
Markowitz,507,GOOGL,Markowitz,0.25
Markowitz,507,MSFT,Markowitz,0.24999999999999878
Markowitz,507,NVDA,Markowitz,0.25
RandomForest,507,AAPL,RandomForest,1.7486012637846216e-15
RandomForest,507,AMZN,RandomForest,0.24999999999999975
RandomForest,507,GOOGL,RandomForest,0.24999999999999944
RandomForest,507,MSFT,RandomForest,0.24999999999999953
RandomForest,507,NVDA,RandomForest,0.24999999999999958
XGBoost,507,AAPL,XGBoost,0.0
XGBoost,507,AMZN,XGBoost,0.25
XGBoost,507,GOOGL,XGBoost,0.25
XGBoost,507,MSFT,XGBoost,0.25
XGBoost,507,NVDA,XGBoost,0.24999999999999978
TabPFN,507,AAPL,TabPFN,0.24999999999999958
TabPFN,507,AMZN,TabPFN,0.249999999999999
TabPFN,507,GOOGL,TabPFN,0.25
TabPFN,507,MSFT,TabPFN,0.25
TabPFN,507,NVDA,TabPFN,0.0
EqualWeight,512,AAPL,EqualWeight,0.2
EqualWeight,512,AMZN,EqualWeight,0.2
EqualWeight,512,GOOGL,EqualWeight,0.2
EqualWeight,512,MSFT,EqualWeight,0.2
EqualWeight,512,NVDA,EqualWeight,0.2
Markowitz,512,AAPL,Markowitz,0.24999999999999872
Markowitz,512,AMZN,Markowitz,0.25
Markowitz,512,GOOGL,Markowitz,0.25
Markowitz,512,MSFT,Markowitz,0.24999999999999956
Markowitz,512,NVDA,Markowitz,0.0
RandomForest,512,AAPL,RandomForest,0.249999999999999
RandomForest,512,AMZN,RandomForest,0.2499999999999977
RandomForest,512,GOOGL,RandomForest,0.24999999999999917
RandomForest,512,MSFT,RandomForest,0.2499999999999993
RandomForest,512,NVDA,RandomForest,4.81385764583564e-15
XGBoost,512,AAPL,XGBoost,0.25
XGBoost,512,AMZN,XGBoost,0.24999999999999817
XGBoost,512,GOOGL,XGBoost,0.2499999999999999
XGBoost,512,MSFT,XGBoost,0.25
XGBoost,512,NVDA,XGBoost,7.494005416219807e-16
TabPFN,512,AAPL,TabPFN,0.0
TabPFN,512,AMZN,TabPFN,0.25
TabPFN,512,GOOGL,TabPFN,0.25
TabPFN,512,MSFT,TabPFN,0.25
TabPFN,512,NVDA,TabPFN,0.2499999999999989
EqualWeight,517,AAPL,EqualWeight,0.2
EqualWeight,517,AMZN,EqualWeight,0.2
EqualWeight,517,GOOGL,EqualWeight,0.2
EqualWeight,517,MSFT,EqualWeight,0.2
EqualWeight,517,NVDA,EqualWeight,0.2
Markowitz,517,AAPL,Markowitz,0.24999999999999892
Markowitz,517,AMZN,Markowitz,0.25
Markowitz,517,GOOGL,Markowitz,0.25
Markowitz,517,MSFT,Markowitz,0.25
Markowitz,517,NVDA,Markowitz,0.0
RandomForest,517,AAPL,RandomForest,0.25
RandomForest,517,AMZN,RandomForest,0.24999999999999561
RandomForest,517,GOOGL,RandomForest,0.24999999999999847
RandomForest,517,MSFT,RandomForest,0.25
RandomForest,517,NVDA,RandomForest,2.609024107869118e-15
XGBoost,517,AAPL,XGBoost,0.2499999999999985
XGBoost,517,AMZN,XGBoost,0.25
XGBoost,517,GOOGL,XGBoost,0.24999999999999956
XGBoost,517,MSFT,XGBoost,0.25
XGBoost,517,NVDA,XGBoost,0.0
TabPFN,517,AAPL,TabPFN,0.24999999999999986
TabPFN,517,AMZN,TabPFN,0.25
TabPFN,517,GOOGL,TabPFN,0.25
TabPFN,517,MSFT,TabPFN,0.24999999999999964
TabPFN,517,NVDA,TabPFN,2.498001805406602e-16
EqualWeight,522,AAPL,EqualWeight,0.2
EqualWeight,522,AMZN,EqualWeight,0.2
EqualWeight,522,GOOGL,EqualWeight,0.2
EqualWeight,522,MSFT,EqualWeight,0.2
EqualWeight,522,NVDA,EqualWeight,0.2
Markowitz,522,AAPL,Markowitz,0.25
Markowitz,522,AMZN,Markowitz,0.25
Markowitz,522,GOOGL,Markowitz,0.25
Markowitz,522,MSFT,Markowitz,0.24999999999999933
Markowitz,522,NVDA,Markowitz,0.0
RandomForest,522,AAPL,RandomForest,0.24999999999999836
RandomForest,522,AMZN,RandomForest,0.2499999999999996
RandomForest,522,GOOGL,RandomForest,0.25
RandomForest,522,MSFT,RandomForest,0.25
RandomForest,522,NVDA,RandomForest,1.887379141862766e-15
XGBoost,522,AAPL,XGBoost,0.24999999999999933
XGBoost,522,AMZN,XGBoost,0.25
XGBoost,522,GOOGL,XGBoost,0.24999999999999767
XGBoost,522,MSFT,XGBoost,0.2499999999999998
XGBoost,522,NVDA,XGBoost,2.192690473634684e-15
TabPFN,522,AAPL,TabPFN,1.1657341758564144e-15
TabPFN,522,AMZN,TabPFN,0.24999999999999944
TabPFN,522,GOOGL,TabPFN,0.25
TabPFN,522,MSFT,TabPFN,0.2499999999999994
TabPFN,522,NVDA,TabPFN,0.24999999999999703
EqualWeight,527,AAPL,EqualWeight,0.2
EqualWeight,527,AMZN,EqualWeight,0.2
EqualWeight,527,GOOGL,EqualWeight,0.2
EqualWeight,527,MSFT,EqualWeight,0.2
EqualWeight,527,NVDA,EqualWeight,0.2
Markowitz,527,AAPL,Markowitz,0.25
Markowitz,527,AMZN,Markowitz,0.24999999999999986
Markowitz,527,GOOGL,Markowitz,1.1102230246251565e-16
Markowitz,527,MSFT,Markowitz,0.25
Markowitz,527,NVDA,Markowitz,0.2499999999999979
RandomForest,527,AAPL,RandomForest,0.25
RandomForest,527,AMZN,RandomForest,0.24999999999999803
RandomForest,527,GOOGL,RandomForest,0.25
RandomForest,527,MSFT,RandomForest,8.951173136040325e-16
RandomForest,527,NVDA,RandomForest,0.2499999999999998
XGBoost,527,AAPL,XGBoost,0.25
XGBoost,527,AMZN,XGBoost,0.24999999999999495
XGBoost,527,GOOGL,XGBoost,3.4139358007223564e-15
XGBoost,527,MSFT,XGBoost,0.25
XGBoost,527,NVDA,XGBoost,0.24999999999999709
TabPFN,527,AAPL,TabPFN,0.25
TabPFN,527,AMZN,TabPFN,0.25
TabPFN,527,GOOGL,TabPFN,1.27675647831893e-15
TabPFN,527,MSFT,TabPFN,0.24999999999999972
TabPFN,527,NVDA,TabPFN,0.2499999999999988
EqualWeight,532,AAPL,EqualWeight,0.2
EqualWeight,532,AMZN,EqualWeight,0.2
EqualWeight,532,GOOGL,EqualWeight,0.2
EqualWeight,532,MSFT,EqualWeight,0.2
EqualWeight,532,NVDA,EqualWeight,0.2
Markowitz,532,AAPL,Markowitz,0.25
Markowitz,532,AMZN,Markowitz,0.2499999999999997
Markowitz,532,GOOGL,Markowitz,0.24999999999999972
Markowitz,532,MSFT,Markowitz,5.551115123125783e-17
Markowitz,532,NVDA,Markowitz,0.24999999999999992
RandomForest,532,AAPL,RandomForest,0.25
RandomForest,532,AMZN,RandomForest,0.25
RandomForest,532,GOOGL,RandomForest,0.24999999999999975
RandomForest,532,MSFT,RandomForest,0.0
RandomForest,532,NVDA,RandomForest,0.24999999999999992
XGBoost,532,AAPL,XGBoost,0.25
XGBoost,532,AMZN,XGBoost,0.25
XGBoost,532,GOOGL,XGBoost,0.24999999999999983
XGBoost,532,MSFT,XGBoost,1.1102230246251565e-16
XGBoost,532,NVDA,XGBoost,0.24999999999999933
TabPFN,532,AAPL,TabPFN,0.25
TabPFN,532,AMZN,TabPFN,0.24999999999999978
TabPFN,532,GOOGL,TabPFN,0.25
TabPFN,532,MSFT,TabPFN,0.0
TabPFN,532,NVDA,TabPFN,0.25
EqualWeight,537,AAPL,EqualWeight,0.2
EqualWeight,537,AMZN,EqualWeight,0.2
EqualWeight,537,GOOGL,EqualWeight,0.2
EqualWeight,537,MSFT,EqualWeight,0.2
EqualWeight,537,NVDA,EqualWeight,0.2
Markowitz,537,AAPL,Markowitz,0.25
Markowitz,537,AMZN,Markowitz,0.25
Markowitz,537,GOOGL,Markowitz,0.25
Markowitz,537,MSFT,Markowitz,0.25
Markowitz,537,NVDA,Markowitz,0.0
RandomForest,537,AAPL,RandomForest,0.25
RandomForest,537,AMZN,RandomForest,0.24999999999999986
RandomForest,537,GOOGL,RandomForest,0.24999999999999872
RandomForest,537,MSFT,RandomForest,0.25
RandomForest,537,NVDA,RandomForest,0.0
XGBoost,537,AAPL,XGBoost,0.25
XGBoost,537,AMZN,XGBoost,0.24999999999999462
XGBoost,537,GOOGL,XGBoost,0.2499999999999979
XGBoost,537,MSFT,XGBoost,0.25
XGBoost,537,NVDA,XGBoost,5.051514762044462e-15
TabPFN,537,AAPL,TabPFN,0.25
TabPFN,537,AMZN,TabPFN,0.25
TabPFN,537,GOOGL,TabPFN,0.25
TabPFN,537,MSFT,TabPFN,0.2499999999999991
TabPFN,537,NVDA,TabPFN,0.0
EqualWeight,542,AAPL,EqualWeight,0.2
EqualWeight,542,AMZN,EqualWeight,0.2
EqualWeight,542,GOOGL,EqualWeight,0.2
EqualWeight,542,MSFT,EqualWeight,0.2
EqualWeight,542,NVDA,EqualWeight,0.2
Markowitz,542,AAPL,Markowitz,0.24999999999999986
Markowitz,542,AMZN,Markowitz,0.25
Markowitz,542,GOOGL,Markowitz,0.24999999999999953
Markowitz,542,MSFT,Markowitz,0.25
Markowitz,542,NVDA,Markowitz,3.0531133177191805e-16
RandomForest,542,AAPL,RandomForest,0.25
RandomForest,542,AMZN,RandomForest,0.25
RandomForest,542,GOOGL,RandomForest,0.24999999999999953
RandomForest,542,MSFT,RandomForest,0.24999999999999964
RandomForest,542,NVDA,RandomForest,2.498001805406602e-16
XGBoost,542,AAPL,XGBoost,0.24999999999999978
XGBoost,542,AMZN,XGBoost,0.25
XGBoost,542,GOOGL,XGBoost,0.25
XGBoost,542,MSFT,XGBoost,0.25
XGBoost,542,NVDA,XGBoost,2.7755575615628914e-17
TabPFN,542,AAPL,TabPFN,0.25
TabPFN,542,AMZN,TabPFN,0.25
TabPFN,542,GOOGL,TabPFN,0.25
TabPFN,542,MSFT,TabPFN,3.555489236362064e-14
TabPFN,542,NVDA,TabPFN,0.24999999999995504
EqualWeight,547,AAPL,EqualWeight,0.2
EqualWeight,547,AMZN,EqualWeight,0.2
EqualWeight,547,GOOGL,EqualWeight,0.2
EqualWeight,547,MSFT,EqualWeight,0.2
EqualWeight,547,NVDA,EqualWeight,0.2
Markowitz,547,AAPL,Markowitz,0.25
Markowitz,547,AMZN,Markowitz,0.24999999999999928
Markowitz,547,GOOGL,Markowitz,0.25
Markowitz,547,MSFT,Markowitz,0.24999999999999953
Markowitz,547,NVDA,Markowitz,8.049116928532385e-16
RandomForest,547,AAPL,RandomForest,0.25
RandomForest,547,AMZN,RandomForest,0.25
RandomForest,547,GOOGL,RandomForest,0.25
RandomForest,547,MSFT,RandomForest,0.25
RandomForest,547,NVDA,RandomForest,0.0
XGBoost,547,AAPL,XGBoost,0.25
XGBoost,547,AMZN,XGBoost,0.2499999999999998
XGBoost,547,GOOGL,XGBoost,0.25
XGBoost,547,MSFT,XGBoost,0.24999999999999997
XGBoost,547,NVDA,XGBoost,0.0
TabPFN,547,AAPL,TabPFN,0.2499999999999998
TabPFN,547,AMZN,TabPFN,0.25
TabPFN,547,GOOGL,TabPFN,0.25
TabPFN,547,MSFT,TabPFN,0.25
TabPFN,547,NVDA,TabPFN,0.0
EqualWeight,552,AAPL,EqualWeight,0.2
EqualWeight,552,AMZN,EqualWeight,0.2
EqualWeight,552,GOOGL,EqualWeight,0.2
EqualWeight,552,MSFT,EqualWeight,0.2
EqualWeight,552,NVDA,EqualWeight,0.2
Markowitz,552,AAPL,Markowitz,0.2499999999999997
Markowitz,552,AMZN,Markowitz,0.25
Markowitz,552,GOOGL,Markowitz,0.0
Markowitz,552,MSFT,Markowitz,0.24999999999999983
Markowitz,552,NVDA,Markowitz,0.24999999999999986
RandomForest,552,AAPL,RandomForest,0.2499999999999999
RandomForest,552,AMZN,RandomForest,0.25
RandomForest,552,GOOGL,RandomForest,3.903127820947816e-16
RandomForest,552,MSFT,RandomForest,0.25
RandomForest,552,NVDA,RandomForest,0.249999999999999
XGBoost,552,AAPL,XGBoost,0.2499999999999997
XGBoost,552,AMZN,XGBoost,0.24999999999999933
XGBoost,552,GOOGL,XGBoost,4.163336342344337e-16
XGBoost,552,MSFT,XGBoost,0.25
XGBoost,552,NVDA,XGBoost,0.2499999999999995
TabPFN,552,AAPL,TabPFN,0.25
TabPFN,552,AMZN,TabPFN,0.25
TabPFN,552,GOOGL,TabPFN,0.23031832795850696
TabPFN,552,MSFT,TabPFN,0.019681672041492706
TabPFN,552,NVDA,TabPFN,0.24999999999999978
EqualWeight,557,AAPL,EqualWeight,0.2
EqualWeight,557,AMZN,EqualWeight,0.2
EqualWeight,557,GOOGL,EqualWeight,0.2
EqualWeight,557,MSFT,EqualWeight,0.2
EqualWeight,557,NVDA,EqualWeight,0.2
Markowitz,557,AAPL,Markowitz,0.24999999999999906
Markowitz,557,AMZN,Markowitz,0.25
Markowitz,557,GOOGL,Markowitz,0.24999999999999978
Markowitz,557,MSFT,Markowitz,0.25
Markowitz,557,NVDA,Markowitz,1.942890293094024e-16
RandomForest,557,AAPL,RandomForest,0.25
RandomForest,557,AMZN,RandomForest,0.24999999999999928
RandomForest,557,GOOGL,RandomForest,0.24999999999999967
RandomForest,557,MSFT,RandomForest,0.24999999999999956
RandomForest,557,NVDA,RandomForest,3.608224830031759e-16
XGBoost,557,AAPL,XGBoost,0.25
XGBoost,557,AMZN,XGBoost,0.25
XGBoost,557,GOOGL,XGBoost,0.25
XGBoost,557,MSFT,XGBoost,0.25
XGBoost,557,NVDA,XGBoost,0.0
TabPFN,557,AAPL,TabPFN,0.24999999999999972
TabPFN,557,AMZN,TabPFN,0.25
TabPFN,557,GOOGL,TabPFN,7.216449660063518e-16
TabPFN,557,MSFT,TabPFN,0.24999999999999994
TabPFN,557,NVDA,TabPFN,0.24999999999999953
EqualWeight,562,AAPL,EqualWeight,0.2
EqualWeight,562,AMZN,EqualWeight,0.2
EqualWeight,562,GOOGL,EqualWeight,0.2
EqualWeight,562,MSFT,EqualWeight,0.2
EqualWeight,562,NVDA,EqualWeight,0.2
Markowitz,562,AAPL,Markowitz,0.24999999999999906
Markowitz,562,AMZN,Markowitz,0.0
Markowitz,562,GOOGL,Markowitz,0.25
Markowitz,562,MSFT,Markowitz,0.25
Markowitz,562,NVDA,Markowitz,0.25
RandomForest,562,AAPL,RandomForest,8.326672684688674e-17
RandomForest,562,AMZN,RandomForest,0.25
RandomForest,562,GOOGL,RandomForest,0.25
RandomForest,562,MSFT,RandomForest,0.2499999999999999
RandomForest,562,NVDA,RandomForest,0.24999999999999908
XGBoost,562,AAPL,XGBoost,0.24999999999999947
XGBoost,562,AMZN,XGBoost,0.0
XGBoost,562,GOOGL,XGBoost,0.25
XGBoost,562,MSFT,XGBoost,0.25
XGBoost,562,NVDA,XGBoost,0.25
TabPFN,562,AAPL,TabPFN,0.12619178185401805
TabPFN,562,AMZN,TabPFN,0.24999999999999803
TabPFN,562,GOOGL,TabPFN,0.12380821814598326
TabPFN,562,MSFT,TabPFN,0.25
TabPFN,562,NVDA,TabPFN,0.24999999999999958
EqualWeight,567,AAPL,EqualWeight,0.2
EqualWeight,567,AMZN,EqualWeight,0.2
EqualWeight,567,GOOGL,EqualWeight,0.2
EqualWeight,567,MSFT,EqualWeight,0.2
EqualWeight,567,NVDA,EqualWeight,0.2
Markowitz,567,AAPL,Markowitz,0.24999999999999953
Markowitz,567,AMZN,Markowitz,0.25
Markowitz,567,GOOGL,Markowitz,0.25
Markowitz,567,MSFT,Markowitz,0.24999999999999992
Markowitz,567,NVDA,Markowitz,1.1102230246251565e-16
RandomForest,567,AAPL,RandomForest,0.25
RandomForest,567,AMZN,RandomForest,0.24999999999999933
RandomForest,567,GOOGL,RandomForest,0.25
RandomForest,567,MSFT,RandomForest,0.2499999999999999
RandomForest,567,NVDA,RandomForest,2.7755575615628914e-17
XGBoost,567,AAPL,XGBoost,0.25
XGBoost,567,AMZN,XGBoost,0.25
XGBoost,567,GOOGL,XGBoost,0.25
XGBoost,567,MSFT,XGBoost,0.24999999999999972
XGBoost,567,NVDA,XGBoost,0.0
TabPFN,567,AAPL,TabPFN,0.2499999999999998
TabPFN,567,AMZN,TabPFN,0.25
TabPFN,567,GOOGL,TabPFN,0.25
TabPFN,567,MSFT,TabPFN,0.25
TabPFN,567,NVDA,TabPFN,0.0
EqualWeight,572,AAPL,EqualWeight,0.2
EqualWeight,572,AMZN,EqualWeight,0.2
EqualWeight,572,GOOGL,EqualWeight,0.2
EqualWeight,572,MSFT,EqualWeight,0.2
EqualWeight,572,NVDA,EqualWeight,0.2
Markowitz,572,AAPL,Markowitz,1.304512053934559e-15
Markowitz,572,AMZN,Markowitz,0.24999999999999942
Markowitz,572,GOOGL,Markowitz,0.25
Markowitz,572,MSFT,Markowitz,0.24999999999999842
Markowitz,572,NVDA,Markowitz,0.25
RandomForest,572,AAPL,RandomForest,3.4416913763379853e-15
RandomForest,572,AMZN,RandomForest,0.25
RandomForest,572,GOOGL,RandomForest,0.24999999999999734
RandomForest,572,MSFT,RandomForest,0.25
RandomForest,572,NVDA,RandomForest,0.24999999999999722
XGBoost,572,AAPL,XGBoost,5.412337245047638e-15
XGBoost,572,AMZN,XGBoost,0.24999999999999722
XGBoost,572,GOOGL,XGBoost,0.24999999999999767
XGBoost,572,MSFT,XGBoost,0.25
XGBoost,572,NVDA,XGBoost,0.24999999999999784
TabPFN,572,AAPL,TabPFN,6.38378239159465e-16
TabPFN,572,AMZN,TabPFN,0.25
TabPFN,572,GOOGL,TabPFN,0.24999999999999975
TabPFN,572,MSFT,TabPFN,0.24999999999999975
TabPFN,572,NVDA,TabPFN,0.2499999999999996
EqualWeight,577,AAPL,EqualWeight,0.2
EqualWeight,577,AMZN,EqualWeight,0.2
EqualWeight,577,GOOGL,EqualWeight,0.2
EqualWeight,577,MSFT,EqualWeight,0.2
EqualWeight,577,NVDA,EqualWeight,0.2
Markowitz,577,AAPL,Markowitz,0.2499999999999984
Markowitz,577,AMZN,Markowitz,0.0
Markowitz,577,GOOGL,Markowitz,0.25
Markowitz,577,MSFT,Markowitz,0.25
Markowitz,577,NVDA,Markowitz,0.24999999999999892
RandomForest,577,AAPL,RandomForest,1.27675647831893e-15
RandomForest,577,AMZN,RandomForest,0.25
RandomForest,577,GOOGL,RandomForest,0.2499999999999996
RandomForest,577,MSFT,RandomForest,0.25
RandomForest,577,NVDA,RandomForest,0.2499999999999974
XGBoost,577,AAPL,XGBoost,0.0
XGBoost,577,AMZN,XGBoost,0.24999999999999867
XGBoost,577,GOOGL,XGBoost,0.25
XGBoost,577,MSFT,XGBoost,0.25
XGBoost,577,NVDA,XGBoost,0.25
TabPFN,577,AAPL,TabPFN,0.25
TabPFN,577,AMZN,TabPFN,3.913536161803677e-15
TabPFN,577,GOOGL,TabPFN,0.24999999999999917
TabPFN,577,MSFT,TabPFN,0.24999999999999817
TabPFN,577,NVDA,TabPFN,0.24999999999999595
EqualWeight,582,AAPL,EqualWeight,0.2
EqualWeight,582,AMZN,EqualWeight,0.2
EqualWeight,582,GOOGL,EqualWeight,0.2
EqualWeight,582,MSFT,EqualWeight,0.2
EqualWeight,582,NVDA,EqualWeight,0.2
Markowitz,582,AAPL,Markowitz,0.24999999999999936
Markowitz,582,AMZN,Markowitz,0.24999999999999972
Markowitz,582,GOOGL,Markowitz,0.25
Markowitz,582,MSFT,Markowitz,0.25
Markowitz,582,NVDA,Markowitz,0.0
RandomForest,582,AAPL,RandomForest,0.03838141723108673
RandomForest,582,AMZN,RandomForest,0.25
RandomForest,582,GOOGL,RandomForest,0.25
RandomForest,582,MSFT,RandomForest,0.24999999999999997
RandomForest,582,NVDA,RandomForest,0.21161858276891132
XGBoost,582,AAPL,XGBoost,0.25
XGBoost,582,AMZN,XGBoost,0.2499999999999999
XGBoost,582,GOOGL,XGBoost,0.25
XGBoost,582,MSFT,XGBoost,0.25
XGBoost,582,NVDA,XGBoost,0.0
TabPFN,582,AAPL,TabPFN,0.25
TabPFN,582,AMZN,TabPFN,1.4432899320127035e-15
TabPFN,582,GOOGL,TabPFN,0.25
TabPFN,582,MSFT,TabPFN,0.24999999999999767
TabPFN,582,NVDA,TabPFN,0.2499999999999994
EqualWeight,587,AAPL,EqualWeight,0.2
EqualWeight,587,AMZN,EqualWeight,0.2
EqualWeight,587,GOOGL,EqualWeight,0.2
EqualWeight,587,MSFT,EqualWeight,0.2
EqualWeight,587,NVDA,EqualWeight,0.2
Markowitz,587,AAPL,Markowitz,0.24999999999999944
Markowitz,587,AMZN,Markowitz,0.2499999999999999
Markowitz,587,GOOGL,Markowitz,0.25
Markowitz,587,MSFT,Markowitz,0.0
Markowitz,587,NVDA,Markowitz,0.25
RandomForest,587,AAPL,RandomForest,0.24999999999999983
RandomForest,587,AMZN,RandomForest,0.24999999999999986
RandomForest,587,GOOGL,RandomForest,0.25
RandomForest,587,MSFT,RandomForest,6.661338147750939e-16
RandomForest,587,NVDA,RandomForest,0.24999999999999967
XGBoost,587,AAPL,XGBoost,0.25
XGBoost,587,AMZN,XGBoost,0.2499999999999989
XGBoost,587,GOOGL,XGBoost,0.25
XGBoost,587,MSFT,XGBoost,0.0
XGBoost,587,NVDA,XGBoost,0.25
TabPFN,587,AAPL,TabPFN,0.25
TabPFN,587,AMZN,TabPFN,0.0
TabPFN,587,GOOGL,TabPFN,0.2499999999999999
TabPFN,587,MSFT,TabPFN,0.24999999999999822
TabPFN,587,NVDA,TabPFN,0.25
EqualWeight,592,AAPL,EqualWeight,0.2
EqualWeight,592,AMZN,EqualWeight,0.2
EqualWeight,592,GOOGL,EqualWeight,0.2
EqualWeight,592,MSFT,EqualWeight,0.2
EqualWeight,592,NVDA,EqualWeight,0.2
Markowitz,592,AAPL,Markowitz,0.25
Markowitz,592,AMZN,Markowitz,0.24999999999999806
Markowitz,592,GOOGL,Markowitz,0.24999999999999947
Markowitz,592,MSFT,Markowitz,0.0
Markowitz,592,NVDA,Markowitz,0.25
RandomForest,592,AAPL,RandomForest,0.25
RandomForest,592,AMZN,RandomForest,0.0
RandomForest,592,GOOGL,RandomForest,0.24999999999999759
RandomForest,592,MSFT,RandomForest,0.24999999999999503
RandomForest,592,NVDA,RandomForest,0.25
XGBoost,592,AAPL,XGBoost,0.25
XGBoost,592,AMZN,XGBoost,2.7755575615628914e-17
XGBoost,592,GOOGL,XGBoost,0.25
XGBoost,592,MSFT,XGBoost,0.25
XGBoost,592,NVDA,XGBoost,0.24999999999999917
TabPFN,592,AAPL,TabPFN,0.24999999999999942
TabPFN,592,AMZN,TabPFN,0.25
TabPFN,592,GOOGL,TabPFN,0.25
TabPFN,592,MSFT,TabPFN,0.24999999999999975
TabPFN,592,NVDA,TabPFN,8.326672684688674e-17
EqualWeight,597,AAPL,EqualWeight,0.2
EqualWeight,597,AMZN,EqualWeight,0.2
EqualWeight,597,GOOGL,EqualWeight,0.2
EqualWeight,597,MSFT,EqualWeight,0.2
EqualWeight,597,NVDA,EqualWeight,0.2
Markowitz,597,AAPL,Markowitz,0.0
Markowitz,597,AMZN,Markowitz,0.25
Markowitz,597,GOOGL,Markowitz,0.25
Markowitz,597,MSFT,Markowitz,0.24999999999999983
Markowitz,597,NVDA,Markowitz,0.2499999999999997
RandomForest,597,AAPL,RandomForest,1.4988010832439613e-15
RandomForest,597,AMZN,RandomForest,0.24999999999999797
RandomForest,597,GOOGL,RandomForest,0.25
RandomForest,597,MSFT,RandomForest,0.25
RandomForest,597,NVDA,RandomForest,0.24999999999999956
XGBoost,597,AAPL,XGBoost,1.1657341758564144e-15
XGBoost,597,AMZN,XGBoost,0.24999999999999895
XGBoost,597,GOOGL,XGBoost,0.24999999999999994
XGBoost,597,MSFT,XGBoost,0.25
XGBoost,597,NVDA,XGBoost,0.2499999999999999
TabPFN,597,AAPL,TabPFN,0.0
TabPFN,597,AMZN,TabPFN,0.25
TabPFN,597,GOOGL,TabPFN,0.25
TabPFN,597,MSFT,TabPFN,0.25
TabPFN,597,NVDA,TabPFN,0.25
EqualWeight,602,AAPL,EqualWeight,0.2
EqualWeight,602,AMZN,EqualWeight,0.2
EqualWeight,602,GOOGL,EqualWeight,0.2
EqualWeight,602,MSFT,EqualWeight,0.2
EqualWeight,602,NVDA,EqualWeight,0.2
Markowitz,602,AAPL,Markowitz,0.25
Markowitz,602,AMZN,Markowitz,0.2499999999999999
Markowitz,602,GOOGL,Markowitz,1.942890293094024e-16
Markowitz,602,MSFT,Markowitz,0.25
Markowitz,602,NVDA,Markowitz,0.24999999999999958
RandomForest,602,AAPL,RandomForest,0.25
RandomForest,602,AMZN,RandomForest,0.25
RandomForest,602,GOOGL,RandomForest,0.0
RandomForest,602,MSFT,RandomForest,0.24999999999999956
RandomForest,602,NVDA,RandomForest,0.25
XGBoost,602,AAPL,XGBoost,0.22331626208065844
XGBoost,602,AMZN,XGBoost,0.24999999999999925
XGBoost,602,GOOGL,XGBoost,0.026683737919344204
XGBoost,602,MSFT,XGBoost,0.24999999999999825
XGBoost,602,NVDA,XGBoost,0.24999999999999978
TabPFN,602,AAPL,TabPFN,0.25
TabPFN,602,AMZN,TabPFN,0.24999999999999947
TabPFN,602,GOOGL,TabPFN,7.216449660063518e-16
TabPFN,602,MSFT,TabPFN,0.25
TabPFN,602,NVDA,TabPFN,0.2499999999999991
EqualWeight,607,AAPL,EqualWeight,0.2
EqualWeight,607,AMZN,EqualWeight,0.2
EqualWeight,607,GOOGL,EqualWeight,0.2
EqualWeight,607,MSFT,EqualWeight,0.2
EqualWeight,607,NVDA,EqualWeight,0.2
Markowitz,607,AAPL,Markowitz,2.498001805406602e-16
Markowitz,607,AMZN,Markowitz,0.25
Markowitz,607,GOOGL,Markowitz,0.25
Markowitz,607,MSFT,Markowitz,0.24999999999999925
Markowitz,607,NVDA,Markowitz,0.24999999999999978
RandomForest,607,AAPL,RandomForest,0.0
